name,gender,race,length
twyan,1,0,5
ladon,1,0,5
jordan,1,0,6
wendy,1,0,5
felishia,1,0,8
adrian,1,0,6
lekita,1,0,6
olivia,1,0,6
lach,1,0,4
tamella,1,0,7
zelberdia,1,0,9
jakita,1,0,6
peachlyn,1,0,8
ladre,1,0,5
demetra,1,0,7
shanece,1,0,7
zaundra,1,0,7
chelsey,1,0,7
lakoya,1,0,6
laneise,1,0,7
kristen,1,0,7
fati,1,0,4
desmone,1,0,7
lestine,1,0,7
marqeta,1,0,7
sheneice,1,0,8
vanquisha,1,0,9
verika,1,0,6
quantisha,1,0,9
cheaqita,1,0,8
demetrica,1,0,9
mondrea,1,0,7
coqueise,1,0,8
aleisha,1,0,7
benfordene,1,0,10
jalesa,1,0,6
lashan,1,0,6
latri,1,0,5
kimber,1,0,6
mildred,1,0,7
malaika,1,0,7
ruth,1,0,4
kassie,1,0,6
vera,1,0,4
kiyuan,1,0,6
kio,1,0,3
kristopher,1,0,10
traci,1,0,5
tylisha,1,0,7
jacquelyne,1,0,10
jameya,1,0,6
berr,1,0,4
creola,1,0,6
chrisshanno,1,0,11
gabriel,1,0,7
terrie,1,0,6
lamarsharee,1,0,11
jackie,1,0,6
marquachun,1,0,10
esther,1,0,6
margo,1,0,5
sheque,1,0,6
taw,1,0,3
tekelia,1,0,7
tiffiny,1,0,7
frel,1,0,4
adrienne,1,0,8
laquinta,1,0,8
