name,gender,race,length,fl_is_v,ll_is_v,first_2,last_2,first_3,last_3
jacquan,1,2,7,0,0,ja,an,jac,uan
shee,1,2,4,0,1,sh,ee,she,hee
pauline,1,2,7,0,1,pa,ne,pau,ine
lia,1,2,3,0,1,li,ia,lia,lia
sirine,1,2,6,0,1,si,ne,sir,ine
ral,1,2,3,0,0,ra,al,ral,ral
jolene,1,2,6,0,1,jo,ne,jol,ene
marlene,1,2,7,0,1,ma,ne,mar,ene
jean,1,2,4,0,0,je,an,jea,ean
joi,1,2,3,0,1,jo,oi,joi,joi
kasey,1,2,5,0,0,ka,ey,kas,sey
sherell,1,2,7,0,0,sh,ll,she,ell
geneva,1,2,6,0,1,ge,va,gen,eva
charlie,1,2,7,0,1,ch,ie,cha,lie
constanti,1,2,9,0,1,co,ti,con,nti
flavia,1,2,6,0,1,fl,ia,fla,via
francesca,1,2,9,0,1,fr,ca,fra,sca
lydia,1,2,5,0,1,ly,ia,lyd,dia
angel,1,2,5,1,0,an,el,ang,gel
darcel,1,2,6,0,0,da,el,dar,cel
janie,1,2,5,0,1,ja,ie,jan,nie
rose,1,2,4,0,1,ro,se,ros,ose
stacia,1,2,6,0,1,st,ia,sta,cia
alisa,1,2,5,1,1,al,sa,ali,isa
jesse,1,2,5,0,1,je,se,jes,sse
emilee,1,2,6,1,1,em,ee,emi,lee
kristen,1,2,7,0,0,kr,en,kri,ten
dea,1,2,3,0,1,de,ea,dea,dea
jaime,1,2,5,0,1,ja,me,jai,ime
charity,1,2,7,0,0,ch,ty,cha,ity
nellie,1,2,6,0,1,ne,ie,nel,lie
cari,1,2,4,0,1,ca,ri,car,ari
soldonia,1,2,8,0,1,so,ia,sol,nia
kelley,1,2,6,0,0,ke,ey,kel,ley
yvette,1,2,6,0,1,yv,te,yve,tte
neila,1,2,5,0,1,ne,la,nei,ila
dalia,1,2,5,0,1,da,ia,dal,lia
lindsey,1,2,7,0,0,li,ey,lin,sey
phoebe,1,2,6,0,1,ph,be,pho,ebe
britani,1,2,7,0,1,br,ni,bri,ani
mar,1,2,3,0,0,ma,ar,mar,mar
treasa,1,2,6,0,1,tr,sa,tre,asa
