name,gender,race,length
fabian h,0,1,8
edilmar,0,1,7
guillermo a,0,1,11
oreste,0,1,6
christian b,0,1,11
richard m,0,1,9
francisco g,0,1,11
aldo v,0,1,6
jorge s,0,1,7
justin,0,1,6
jamaine j,0,1,9
henry a,0,1,7
steven l,0,1,8
christian i,0,1,11
roberto m,0,1,9
tito,0,1,4
jorge f,0,1,7
eugenio g,0,1,9
daniel b,0,1,8
heladio,0,1,7
jean p,0,1,6
vidal n,0,1,7
nelson m,0,1,8
pelagio g,0,1,9
sotero,0,1,6
eddie d,0,1,7
frank d,0,1,7
pedro c,0,1,7
berrdo a,0,1,8
anibal,0,1,6
apolir,0,1,6
augustine d,0,1,11
bilmar,0,1,6
cabrera g jr,0,1,12
daniel e,0,1,8
danny a,0,1,7
emiliano,0,1,8
francisco l,0,1,11
george iii,0,1,10
gerado,0,1,6
gilbert,0,1,7
gilberto n,0,1,10
hebesher,0,1,8
israel j,0,1,8
ivan a,0,1,6
izah,0,1,4
james b,0,1,7
jason a,0,1,7
javier d,0,1,8
josue a,0,1,7
luis p,0,1,6
marc a,0,1,6
norman l,0,1,8
rafael b,0,1,8
ryan a,0,1,6
sabreno m,0,1,9
tommy,0,1,5
baldomero,0,1,9
steven x,0,1,8
guzman,0,1,6
juvel b,0,1,7
nereo,0,1,5
noberto,0,1,7
johthan,0,1,7
calletano d,0,1,11
cristobal,0,1,9
arldo r,0,1,7
viviano t,0,1,9
henrry,0,1,6
maximiliano,0,1,11
julian e,0,1,8
joel u,0,1,6
norbert,0,1,7
antonio t,0,1,9
louis g jr,0,1,10
carlos h,0,1,8
eugenio a,0,1,9
severino,0,1,8
eric l,0,1,6
victor jr,0,1,9
edwin c,0,1,7
heriberto a,0,1,11
antonio r jr,0,1,12
derek m,0,1,7
mario jr,0,1,8
alber,0,1,5
anibal h,0,1,8
benito,0,1,6
bryam,0,1,5
davis,0,1,5
german z,0,1,8
isaac m,0,1,7
israel a,0,1,8
jehu r,0,1,6
jesse e,0,1,7
johnny j,0,1,8
jorel,0,1,5
leovanis,0,1,8
louis r,0,1,7
macario g,0,1,9
manuel g,0,1,8
maximo c,0,1,8
nicolas r jr,0,1,12
ohannion b,0,1,10
omar jr,0,1,7
adan,0,1,4
angelo,0,1,6
cristian q,0,1,10
damaso,0,1,6
elliot,0,1,6
george l,0,1,8
guillermo o jr,0,1,14
inocencio r sr,0,1,14
jothan h,0,1,8
justino m,0,1,9
richard r,0,1,9
willie jr,0,1,9
jahzeel,0,1,7
joseph p,0,1,8
javier m,0,1,8
kevin a,0,1,7
nolan d,0,1,7
reynier,0,1,7
gilbert r,0,1,9
geovanni,0,1,8
francisco c,0,1,11
erasmo h,0,1,8
lis,0,1,3
benjamin,0,1,8
kelvin m,0,1,8
manuel l,0,1,8
alvarez a,0,1,9
catalino,0,1,8
joshua o,0,1,8
mario e,0,1,7
vincente p,0,1,10
yenson,0,1,6
vicente e,0,1,9
kevin o,0,1,7
alain m,0,1,7
cleofas j,0,1,9
fermin g,0,1,8
normail,0,1,7
brayian a,0,1,9
daniel s,0,1,8
joaquin t,0,1,9
lazarus c,0,1,9
nestor e,0,1,8
ramon d,0,1,7
reuben,0,1,6
steven s,0,1,8
gonzalo j,0,1,9
jesus e,0,1,7
karlos l,0,1,8
amalio,0,1,6
amalio f,0,1,8
ariel v,0,1,7
bryan e,0,1,7
carlos j jr,0,1,11
carmello jr,0,1,11
danny l,0,1,7
darius m,0,1,8
devyn o,0,1,7
evodio x,0,1,8
fabian,0,1,6
gilberto c,0,1,10
giovani,0,1,7
gualberto,0,1,9
holving v,0,1,9
irving j,0,1,8
isaac,0,1,5
jasper,0,1,6
jesus o,0,1,7
johnny l,0,1,8
jonthan,0,1,7
juan s,0,1,6
juancarlos f,0,1,12
luis d,0,1,6
marlon j,0,1,8
norberto jr,0,1,11
rafael m,0,1,8
ramon j,0,1,7
reildo b,0,1,8
richard a,0,1,9
richard f,0,1,9
robert q,0,1,8
roberto n,0,1,9
robin j jr,0,1,10
rony e,0,1,6
rudy v,0,1,6
stephan r,0,1,9
vincent f,0,1,9
wesley n,0,1,8
wilberto s,0,1,10
william j,0,1,9
alfredo iii,0,1,11
igcio,0,1,5
alex n,0,1,6
aaron,0,1,5
alberto c,0,1,9
amilcar,0,1,7
angel o,0,1,7
ascary,0,1,6
calvin j,0,1,8
calvin l,0,1,8
catarino,0,1,8
christian c,0,1,11
dionicio,0,1,8
diosdado,0,1,8
edwin p,0,1,7
eliezer r,0,1,9
eliud ii,0,1,8
erasmo j,0,1,8
frank e,0,1,7
frank j,0,1,7
froilan,0,1,7
george jr,0,1,9
gerardo a,0,1,9
guadalupe e,0,1,11
guillermo j,0,1,11
guillermo w,0,1,11
herberto,0,1,8
heriberto e,0,1,11
isaiah d,0,1,8
jashua l,0,1,8
jason s,0,1,7
jerry c,0,1,7
joe h,0,1,5
john n,0,1,6
jorge jr,0,1,8
jose w,0,1,6
julio l jr,0,1,10
kristopher,0,1,10
larry,0,1,5
luciano,0,1,7
manolo,0,1,6
marcos r,0,1,8
marcus l,0,1,8
matthew b,0,1,9
moises j,0,1,8
thaniel r,0,1,9
oscar c,0,1,7
rafael o,0,1,8
raymon,0,1,6
renee,0,1,5
ricky w,0,1,7
rodreigo,0,1,8
roger,0,1,5
ruben r,0,1,7
saul a,0,1,6
sean m,0,1,6
sesar,0,1,5
sigfredo,0,1,8
simon i,0,1,7
valentin,0,1,8
vincente,0,1,8
wilber,0,1,6
zenon,0,1,5
francisco d,0,1,11
hommy,0,1,5
hug,0,1,3
takech,0,1,6
jason l,0,1,7
carlos z,0,1,8
guillermo m,0,1,11
christian m,0,1,11
wilfredo j,0,1,10
gilberto t,0,1,10
marcos g,0,1,8
paul a,0,1,6
brian w,0,1,7
douglas r,0,1,9
vincent r,0,1,9
omar m,0,1,6
aneudy r,0,1,8
exan,0,1,4
eddiel,0,1,6
victor s,0,1,8
aaron m,0,1,7
denis l,0,1,7
efrain i,0,1,8
marvin j,0,1,8
cesar e,0,1,7
gerardo n,0,1,9
kenneth c,0,1,9
wilberto,0,1,8
daniel i,0,1,8
jorge r,0,1,7
manuel b,0,1,8
rico p,0,1,6
alfonso c,0,1,9
armin n,0,1,7
ceasar,0,1,6
efrain t,0,1,8
francisco t,0,1,11
leonte,0,1,6
modesto l,0,1,9
rangel v,0,1,8
robert l,0,1,8
sirenio,0,1,7
jose miguel,0,1,11
luis x,0,1,6
august,0,1,6
jidier a,0,1,8
byron e,0,1,7
romualdo r,0,1,10
albert g,0,1,8
albert v,0,1,8
gilbert b,0,1,9
gregory g,0,1,9
leopoldo,0,1,8
antonio m,0,1,9
joshua j,0,1,8
lester i,0,1,8
gregorio jr,0,1,11
frederic,0,1,8
nelson f,0,1,8
agustin,0,1,7
alferdo g jr,0,1,12
dagoberto f,0,1,11
daniel d,0,1,8
erasto b,0,1,8
glenn d,0,1,7
ismael jr,0,1,9
israel l,0,1,8
issac g,0,1,7
jaddier t,0,1,9
joel p,0,1,6
kenneth j,0,1,9
miguel r,0,1,8
olvin,0,1,5
oscar jr,0,1,8
ramon m,0,1,7
roberto b,0,1,9
selestino x,0,1,11
simon a,0,1,7
victor h,0,1,8
william a,0,1,9
lemuel,0,1,6
cristian,0,1,8
hector g,0,1,8
joseph e,0,1,8
pablo a,0,1,7
justino jr,0,1,10
ildafonso,0,1,9
abimael,0,1,7
cornelio h,0,1,10
edgar i,0,1,7
ezekiel o,0,1,9
faustino a,0,1,10
jarol a,0,1,7
javier jr,0,1,9
jorge j,0,1,7
josue r,0,1,7
mariano a,0,1,9
matthew,0,1,7
thomas r,0,1,8
wilfredo o,0,1,10
eddie e,0,1,7
felix i,0,1,7
victoriano,0,1,10
cristian i,0,1,10
jothan o,0,1,8
kenneth l,0,1,9
khalil d,0,1,8
marvin a,0,1,8
rafael g,0,1,8
darwin,0,1,6
hubert,0,1,6
jorge e,0,1,7
shamal k,0,1,8
alex o,0,1,6
alexis f,0,1,8
rafael h,0,1,8
ernesto i,0,1,9
cruz f,0,1,6
elvis,0,1,5
jonus,0,1,5
joseph d,0,1,8
moses jr,0,1,8
steven n,0,1,8
tarcio,0,1,6
luis o jr,0,1,9
ramiro jr,0,1,9
ramon s,0,1,7
eric k,0,1,6
ramirez m,0,1,9
giovanni d,0,1,10
lorenzo a,0,1,9
jose t,0,1,6
gabriel j,0,1,9
cornelio g,0,1,10
john t,0,1,6
cesar j,0,1,7
augustin,0,1,8
estebon,0,1,7
jayime,0,1,6
paul l,0,1,6
adalberto a,0,1,11
arsenio r,0,1,9
diego a,0,1,7
eleno jr,0,1,8
norman,0,1,6
dennis r,0,1,8
justin e,0,1,8
diogene,0,1,7
noe t,0,1,5
jordan n,0,1,8
lonnie l,0,1,8
julian c,0,1,8
eliezer jr,0,1,10
jairon,0,1,6
oscar o,0,1,7
manuel i,0,1,8
joshua c,0,1,8
taide e,0,1,7
merced j m,0,1,10
paul n,0,1,6
alex k,0,1,6
alfred n,0,1,8
cesar b,0,1,7
edwin v,0,1,7
elimelec,0,1,8
gabiel a,0,1,8
israel d,0,1,8
jimmie l,0,1,8
jimmy r,0,1,7
jose a sr,0,1,9
juventino s,0,1,11
micheal r,0,1,9
milton,0,1,6
pr j,0,1,4
salatier,0,1,8
uber h,0,1,6
wilfredo a,0,1,10
wresley,0,1,7
yunesquis g,0,1,11
jovel i,0,1,7
marcus a,0,1,8
alvin j,0,1,7
zelmy,0,1,5
amos,0,1,4
lucio a,0,1,7
christopher s,0,1,13
mario v,0,1,7
angel j,0,1,7
felice,0,1,6
rodney,0,1,6
johell e,0,1,8
jeffrey a,0,1,9
reza p,0,1,6
adrian v,0,1,8
karell,0,1,6
noel l,0,1,6
alain a,0,1,7
gumercindo,0,1,10
sabas g,0,1,7
ansley,0,1,6
claudio a,0,1,9
edward j,0,1,8
russell a,0,1,9
scott a,0,1,7
ivan l,0,1,6
alvaro,0,1,6
oscar h,0,1,7
bobby j,0,1,7
manuel e,0,1,8
silvino,0,1,7
edgar e,0,1,7
louie,0,1,5
samuel j,0,1,8
ael,0,1,3
j g,0,1,3
roman h,0,1,7
evererdo,0,1,8
conrado g,0,1,9
romero b,0,1,8
zachary m,0,1,9
romil,0,1,5
erickson,0,1,8
romero,0,1,6
cristino,0,1,8
antonio s,0,1,9
gustavo e,0,1,9
liodegario,0,1,10
adam l,0,1,6
cesar m,0,1,7
rodney l,0,1,8
arcadio,0,1,7
arturo t,0,1,8
catarino r,0,1,10
ramon i,0,1,7
jacinto,0,1,7
eusebio f,0,1,9
antonio b,0,1,9
dionisio,0,1,8
fabian e,0,1,8
felix e,0,1,7
jeffery,0,1,7
martin b,0,1,8
miguel g,0,1,8
trinidad,0,1,8
daniel t,0,1,8
silas o,0,1,7
christopher t,0,1,13
jorge p,0,1,7
salvador a,0,1,10
dustin a,0,1,8
richard w,0,1,9
osires,0,1,6
sergio i,0,1,8
eduardo l,0,1,9
lloyd d,0,1,7
estaban,0,1,7
jimmy j,0,1,7
felipe n,0,1,8
ciro,0,1,4
itzaman,0,1,7
mateo,0,1,5
ruperto c,0,1,9
adam e,0,1,6
johthen l,0,1,9
louis,0,1,5
cesar s,0,1,7
benjamin j,0,1,10
patrick r,0,1,9
mauricio a,0,1,10
david g,0,1,7
seth m,0,1,6
yelson,0,1,6
uris,0,1,4
christobal a,0,1,12
german r,0,1,8
cesar p,0,1,7
dylan j,0,1,7
omar g,0,1,6
ali m,0,1,5
gavino p,0,1,8
gilberto a,0,1,10
jhovanny,0,1,8
sidney f,0,1,8
avin b,0,1,6
than,0,1,4
ismael c,0,1,8
raul j,0,1,6
matias,0,1,6
abel a,0,1,6
rene i,0,1,6
seth,0,1,4
lionel r,0,1,8
jeronimo,0,1,8
thomas c,0,1,8
adrian c,0,1,8
isai,0,1,4
levi r,0,1,6
santiago g,0,1,10
gregory j,0,1,9
abraham m,0,1,9
honorio,0,1,7
nery,0,1,4
mario o,0,1,7
little a,0,1,8
raymundo,0,1,8
gilberto r,0,1,10
kerry,0,1,5
jamie m,0,1,7
marlos a,0,1,8
robert e,0,1,8
saul e,0,1,6
oscar s,0,1,7
ovidio e,0,1,8
jordan d,0,1,8
remberto a,0,1,10
oswaldo,0,1,7
jomy a,0,1,6
rickie,0,1,6
ever,0,1,4
gerardo i,0,1,9
herman s,0,1,8
ramon e,0,1,7
rodolfo s,0,1,9
shawn d,0,1,7
victor o,0,1,8
angel y,0,1,7
isaac d,0,1,7
neri,0,1,4
marcelo r,0,1,9
reyes t,0,1,7
gustavo b,0,1,9
luiz r,0,1,6
carlos f,0,1,8
cameron c,0,1,9
herson m,0,1,8
alberto a,0,1,9
david d,0,1,7
irineo,0,1,6
j j,0,1,3
ghedeon,0,1,7
leonel s,0,1,8
romar,0,1,5
apolir p,0,1,8
fredy a,0,1,7
santos r,0,1,8
lawrence g,0,1,10
carlos u,0,1,8
diego h,0,1,7
brian o,0,1,7
johnny c,0,1,8
michael b,0,1,9
